ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (lbs)","Length (in)","Width (in)","Height (in)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands
,simple,,,"Swranprash",1,0,visible,"24K Pure Gold enhanced Ayurvedic brain tonic designed for holistic child development and immune support.","<h3>Product Overview</h3><p>Swranprash is a time-tested Ayurvedic formulation designed to boost cognitive abilities and natural immunity in children during their crucial growing years.</p><h3>Key Ingredients</h3><ul><li><strong>24K Swarna Bhasma:</strong> Pure gold ash for brain development.</li><li><strong>Brahmi:</strong> Enhances memory and focus.</li><li><strong>Shankhpushpi:</strong> Supports mental clarity.</li><li><strong>Medicated Ghee:</strong> Nourishes the nervous system.</li></ul><h3>Clinical Benefits</h3><ul><li>Improves concentration and memory retention.</li><li>Strengthens the natural defense system against seasonal illnesses.</li><li>Promotes healthy physical growth and vitality.</li></ul><h3>Usage Instructions</h3><p>Administer 2 drops daily on an empty stomach, or as directed by an Ayurvedic physician.</p>",,,taxable,,1,,,0,0,,,,,1,,1299,1499,Wellness,,,,swranprash front.png, swranprash (2).png, swranprash (3).png, swranprash (4).png,,,,,,,,0,
,simple,,,"Omega 3",1,0,visible,"Clinical grade Vegan DHA & EPA derived from Sea Algae for optimal heart, brain, and joint health.","<h3>Product Overview</h3><p>Our Vegan Omega 3 provides the cleanest source of essential fatty acids without the mercury risks of fish oil.</p><h3>Key Ingredients</h3><ul><li><strong>Sea Algae Extract:</strong> Primary source of pure DHA/EPA.</li><li><strong>Flaxseed Oil:</strong> Provides essential ALA.</li><li><strong>Moringa Concentrate:</strong> Rich in antioxidants.</li></ul><h3>Clinical Benefits</h3><ul><li>Supports cardiovascular health and healthy cholesterol levels.</li><li>Improves mental clarity and reduces brain fog.</li><li>Reduces joint inflammation and supports mobility.</li></ul><h3>Usage Instructions</h3><p>Take 1-2 capsules daily after breakfast with lukewarm water.</p>",,,taxable,,1,,,0,0,,,,,1,,699,899,Supplements,,,,omega-3-front.png, omega-3- banafits .png, omega-3-details.png, omega-3-side.png,,,,,,,,0,
,simple,,,"Cough Har",1,0,visible,"Professional herbal formulation for rapid relief from seasonal cough, throat irritation, and congestion.","<h3>Product Overview</h3><p>A non-drowsy herbal syrup that targets the root cause of respiratory distress while soothing the throat.</p><h3>Key Ingredients</h3><ul><li><strong>Yashtimadhu:</strong> Soothes the throat lining.</li><li><strong>Tulsi & Vasaka:</strong> Natural expectorants.</li><li><strong>Sunthi:</strong> Reduces inflammation.</li></ul><h3>Clinical Benefits</h3><ul><li>Provides rapid relief from dry and productive cough.</li><li>Clears bronchial passages for easier breathing.</li><li>Soothes throat irritation and allergic triggers.</li></ul><h3>Usage Instructions</h3><p>5-10ml twice daily or as needed for symptomatic relief.</p>",,,taxable,,1,,,0,0,,,,,1,,149,199,Syrups,,,,cough-har-front.png, cough-har-box.png, cough-har-details.png,,,,,,,,0,
,simple,,,"Detox Churna",1,0,visible,"A powerful blend of traditional herbs to cleanse the digestive tract and restore metabolic balance.","<h3>Product Overview</h3><p>Restore your digestive fire (Agni) and flush out harmful toxins with this gentle yet effective herbal cleanser.</p><h3>Key Ingredients</h3><ul><li><strong>Triphala:</strong> The ultimate digestive tonic.</li><li><strong>Senna & Haritaki:</strong> Promote natural regularity.</li><li><strong>Ajwain:</strong> Reduces gas and bloating.</li></ul><h3>Clinical Benefits</h3><ul><li>Relieves chronic constipation and intestinal heaviness.</li><li>Flushes accumulated toxins (Ama) from the body.</li><li>Improves metabolism and nutrient absorption.</li></ul><h3>Usage Instructions</h3><p>Mix 1 teaspoon (3-5g) in lukewarm water and consume at bedtime.</p>",,,taxable,,1,,,0,0,,,,,1,,299,349,Digestion,,,,detox-churna-front.png, detox-churna-box.png, detox-churna-side.png,,,,,,,,0,
,simple,,,"Gokshura",1,0,visible,"Pure Ayurvedic revitalizer for enhancing physical endurance, muscle recovery, and urinary tract health.","<h3>Product Overview</h3><p>A natural strength booster that supports muscle recovery and overall physical performance.</p><h3>Key Ingredients</h3><ul><li><strong>Gokshura Extract:</strong> Enhances stamina and vitality.</li><li><strong>Shatavari:</strong> Supports energy levels.</li><li><strong>Safed Musli:</strong> Natural endurance booster.</li></ul><h3>Clinical Benefits</h3><ul><li>Boosts natural stamina and physical endurance.</li><li>Supports healthy kidney and urinary functions.</li><li>Aids in faster muscle recovery after exercise.</li></ul><h3>Usage Instructions</h3><p>1 tablet/capsule twice daily after meals.</p>",,,taxable,,1,,,0,0,,,,,1,,499,599,Wellness,,,,gokshura-front.png, gokshura-box.png, gokshura-details.png, gokshura-side.png,,,,,,,,0,
,simple,,,"Hair Oil",1,0,visible,"58-Herb medicated oil designed to stop hair fall and promote thick, lustrous growth from the roots.","<h3>Product Overview</h3><p>A clinical-grade hair formulation that targets follicles directly to stop fall and encourage new growth.</p><h3>Key Ingredients</h3><ul><li><strong>Bhringraj:</strong> The ""King of Herbs"" for hair.</li><li><strong>Amla:</strong> Rich in Vitamin C for root strength.</li><li><strong>Brahmi:</strong> Calms the scalp and reduces stress-related fall.</li></ul><h3>Clinical Benefits</h3><ul><li>Significantly reduces hair fall and breakage.</li><li>Prevents premature greying and dandruff.</li><li>Deeply nourishes the scalp for thicker hair density.</li></ul><h3>Usage Instructions</h3><p>Apply to scalp at bedtime and massage gently. Wash off the next morning.</p>",,,taxable,,1,,,0,0,,,,,1,,399,499,Personal Care,,,,hair-oil-front.png, hair-oil-details.png, hair-oil-side.png,,,,,,,,0,
,simple,,,"Joint Pro",1,0,visible,"Advanced formulation to reduce joint inflammation, improve mobility, and strengthen bone tissue.","<h3>Product Overview</h3><p>Move freely again with a formulation designed to rebuild cartilage and reduce joint stiffness.</p><h3>Key Ingredients</h3><ul><li><strong>Shallaki:</strong> Natural anti-inflammatory.</li><li><strong>Hadjod:</strong> Accelerates bone tissue healing.</li><li><strong>Ashwagandha:</strong> Strengthens supporting muscles.</li></ul><h3>Clinical Benefits</h3><ul><li>Relieves chronic joint pain and stiffness.</li><li>Improves joint lubrication and mobility.</li><li>Strengthens skeletal structure.</li></ul><h3>Usage Instructions</h3><p>2 tablets daily (one after breakfast and one after dinner).</p>",,,taxable,,1,,,0,0,,,,,1,,599,799,Wellness,,,,joint-pro-front.png, joint-pro-banafis.png, joint-pro-labels.png, joint-pro-tablets.png,,,,,,,,0,
,simple,,,"Liver Support",1,0,visible,"Maximum strength hepatoprotective blend to detoxify the liver and improve bile secretion.","<h3>Product Overview</h3><p>A clinical blend of bitter herbs to detoxify your liver and optimize your digestion.</p><h3>Key Ingredients</h3><ul><li><strong>Kutki:</strong> Powerful liver cleanser.</li><li><strong>Bhumi Amla:</strong> Protects liver cells.</li><li><strong>Kalmegh:</strong> Boosts liver metabolism.</li></ul><h3>Clinical Benefits</h3><ul><li>Detoxifies the liver from alcohol and toxin damage.</li><li>Helps in fatty liver recovery and enzyme balance.</li><li>Improves appetite and digestive fire.</li></ul><h3>Usage Instructions</h3><p>1 capsule twice daily before meals.</p>",,,taxable,,1,,,0,0,,,,,1,,549,649,Wellness,,,,liver -front.png, liver 2.png, liver 3.png, liver 4.png,,,,,,,,0,
,simple,,,"Om Injury",1,0,visible,"Fast-acting medicated oil for muscle strains, sports injuries, and localized tissue healing.","<h3>Product Overview</h3><p>A deep-penetrating oil designed for rapid recovery from sprains, strains, and bruises.</p><h3>Key Ingredients</h3><ul><li><strong>Mahanarayan Taila:</strong> Classical recovery oil.</li><li><strong>Gandhapura Oil:</strong> Natural pain reliever.</li><li><strong>Eucalyptus:</strong> Reduces deep tissue swelling.</li></ul><h3>Clinical Benefits</h3><ul><li>Instant relief from muscle spasms and sprains.</li><li>Reduces localized swelling and bruising.</li><li>Accelerates tissue healing in injured areas.</li></ul><h3>Usage Instructions</h3><p>Gently massage 5-10 drops on the affected area. Do not use on open wounds.</p>",,,taxable,,1,,,0,0,,,,,1,,249,299,Personal Care,,,,om injury-front.png, om injury  (1).png, om injury  (2).png, om injury  (4).png,,,,,,,,0,
,simple,,,"Om Power Oil",1,0,visible,"Premium vitality oil for improving local blood circulation and enhancing physical performance.","<h3>Product Overview</h3><p>Enhance vitality and local tissue strength with this potent blend of performance-boosting herbs.</p><h3>Key Ingredients</h3><ul><li><strong>Ashwagandha Oil:</strong> Boosts tissue strength.</li><li><strong>Jaiphal & Akarkara:</strong> Enhances circulation.</li><li><strong>Malkangini:</strong> Improves nerve sensitivity.</li></ul><h3>Clinical Benefits</h3><ul><li>Improves local blood circulation and sensitivity.</li><li>Enhances physical stamina and endurance.</li><li>100% Ayurvedic and safe for regular use.</li></ul><h3>Usage Instructions</h3><p>Massage 5-7 drops gently daily at bedtime.</p>",,,taxable,,1,,,0,0,,,,,1,,799,999,Wellness,,,,om power oil  -front.png, om power oil  (1).png, om power oil  (3).png,,,,,,,,0,
,simple,,,"Ortho Support",1,0,visible,"Targeted relief for chronic back pain, cervical stiffness, and sciatica-related discomfort.","<h3>Product Overview</h3><p>Say goodbye to skeletal pain and nerve discomfort with our clinical Ortho formulation.</p><h3>Key Ingredients</h3><ul><li><strong>Rasna & Dashmool:</strong> Targets skeletal inflammation.</li><li><strong>Shuddha Guggulu:</strong> Clears joint blockages.</li><li><strong>Eranda Root:</strong> Relieves nerve pain.</li></ul><h3>Clinical Benefits</h3><ul><li>Relieves chronic back, neck, and shoulder pain.</li><li>Reduces nerve inflammation and Sciatica pain.</li><li>Improves spine flexibility and mobility.</li></ul><h3>Usage Instructions</h3><p>1 tablet thrice daily after meals with warm water.</p>",,,taxable,,1,,,0,0,,,,,1,,599,699,Wellness,,,,ortho-front.png, ortho 2.png, ortho 3.png, ortho 4.png,,,,,,,,0,
